nome_cliente,status_conta,duracao_meses,historico_credito,finalidade,valor,poupanca,tempo_emprego,taxa_parcela,estado_civil_sexo,outros_devedores,tempo_residencia,propriedade,idade,outros_planos,moradia,num_creditos,trabalho,dependentes,telefone,trabalhador_estrangeiro,risco_credito
Daniel Silva Fonseca,Sem conta corrente,10,existing credits paid back duly till now,Carro novo,3545,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,35,none,Alugada,1,Emprego não qualificado,1,no,no,1
Otávio Braga Medeiros,Sem conta corrente,6,existing credits paid back duly till now,Carro novo,8795,... < 100 DM,1 <= ... < 4 years,2,male : single,guarantor,3,building society savings agreement/life insurance,26,none,Alugada,1,Emprego qualificado,1,no,yes,1
Vinícius Moraes Cruz,Sem conta corrente,12,critical account/other credits existing,Eletrodomésticos,4835,... < 100 DM,... >= 7 years,2,male : single,none,2,unknown/no property,26,none,Própria,2,Emprego qualificado,1,no,yes,1
Antônio Borges Cavalcanti,Saldo entre R$500 e R$1000,27,no credits taken/all credits paid back duly,Outros,20795,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,4,unknown/no property,42,none,Cedida,2,Outros,1,yes,yes,0
Rafael Vieira Borges,Sem conta corrente,6,critical account/other credits existing,Eletrodomésticos,3092,100 <= ... < 500 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,1,building society savings agreement/life insurance,27,none,Própria,2,Emprego qualificado,1,no,yes,1
Murilo Correa Tavares,Saldo entre R$500 e R$1000,6,existing credits paid back duly till now,Eletrodomésticos,920,unknown/no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,38,none,Própria,1,Emprego qualificado,1,no,yes,1
Daniel Queiroz Aguiar,Saldo < R$500,12,critical account/other credits existing,Carro novo,5305,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,39,none,Alugada,2,Emprego não qualificado,2,no,no,1
Julio Teixeira Ribeiro,Saldo < R$500,24,existing credits paid back duly till now,Eletrônicos,7490,unknown/no savings account,1 <= ... < 4 years,2,male : married/widowed,none,4,car or other,20,none,Própria,1,Emprego qualificado,1,no,yes,0
Augusto Rabelo Cavalcante,Saldo entre R$500 e R$1000,36,existing credits paid back duly till now,Eletrônicos,22585,100 <= ... < 500 DM,... < 1 year,4,male : single,co-applicant,1,unknown/no property,29,none,Alugada,1,Outros,1,yes,yes,0
Francisco Pereira Macedo,Sem conta corrente,24,critical account/other credits existing,Eletrônicos,3962,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,building society savings agreement/life insurance,40,none,Própria,2,Emprego qualificado,1,no,yes,1
André Torres Castro,Saldo entre R$500 e R$1000,18,existing credits paid back duly till now,Eletrodomésticos,3252,... < 100 DM,... >= 7 years,4,male : married/widowed,guarantor,2,real estate,32,none,Própria,1,Emprego não qualificado,1,no,yes,1
Enzo Gabriel Maia Cunha,Outros,6,critical account/other credits existing,Carro novo,3307,100 <= ... < 500 DM,... >= 7 years,2,male : divorced/separated,none,4,car or other,28,none,Própria,2,Emprego qualificado,2,yes,yes,1
Vinícius Matos Fonseca,Saldo < R$500,24,existing credits paid back duly till now,Carro novo,7807,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,building society savings agreement/life insurance,27,none,Própria,1,Emprego qualificado,1,no,yes,0
Rafael Almeida Estrada,Saldo < R$500,36,existing credits paid back duly till now,Carro usado,13732,... < 100 DM,... >= 7 years,2,male : single,none,4,unknown/no property,42,none,Cedida,1,Emprego qualificado,2,no,yes,1
Matheus Nunes Teixeira,Outros,9,existing credits paid back duly till now,Eletrodomésticos,2815,100 <= ... < 500 DM,... >= 7 years,2,male : divorced/separated,none,4,real estate,49,none,Própria,1,Emprego qualificado,1,no,yes,1
Samuel Gomes Lopes,Saldo entre R$500 e R$1000,24,critical account/other credits existing,Eletrodomésticos,3040,100 <= ... < 500 DM,... < 1 year,4,male : single,none,4,unknown/no property,38,bank,Própria,2,Emprego qualificado,2,no,yes,0
Isaac Soares Nascimento,Saldo < R$500,24,existing credits paid back duly till now,Carro novo,3017,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,24,none,Alugada,1,Emprego qualificado,1,no,yes,0
Matheus Bicalho Carneiro,Sem conta corrente,10,existing credits paid back duly till now,Carro novo,3272,unknown/no savings account,1 <= ... < 4 years,4,male : single,guarantor,4,building society savings agreement/life insurance,27,none,Própria,1,Emprego não qualificado,1,no,yes,0
Lucas Carvalho Amorim,Outros,15,critical account/other credits existing,Carro usado,5900,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,36,none,Própria,1,Emprego qualificado,1,yes,yes,1
Lucas Lima Monteiro,Saldo entre R$500 e R$1000,15,all credits at this bank paid back duly,Carro novo,17125,100 <= ... < 500 DM,unemployed,1,male : single,none,2,building society savings agreement/life insurance,34,none,Própria,1,Outros,2,yes,yes,0
Lucca Estrada Castro,Sem conta corrente,24,existing credits paid back duly till now,Eletrodomésticos,3532,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,building society savings agreement/life insurance,28,none,Própria,1,Emprego qualificado,1,no,yes,1
Pedro Henrique Macedo Lobato,Sem conta corrente,39,existing credits paid back duly till now,Carro usado,21470,100 <= ... < 500 DM,... >= 7 years,4,male : single,none,2,car or other,45,none,Própria,1,Outros,1,yes,yes,1
Nicolas Neto Fernandes,Saldo < R$500,12,existing credits paid back duly till now,Carro novo,1897,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,real estate,26,none,Própria,1,Emprego qualificado,1,no,yes,0
Murilo Soares Carvalho,Sem conta corrente,36,existing credits paid back duly till now,Carro usado,11715,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,unknown/no property,32,none,Cedida,1,Outros,1,yes,yes,1
Vitor Andrade Neto,Outros,15,existing credits paid back duly till now,Outros,6717,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,building society savings agreement/life insurance,26,none,Alugada,1,Emprego qualificado,1,yes,yes,1
Yuri Campos Moura,Saldo entre R$500 e R$1000,12,delay in paying off in the past,Eletrodomésticos,1462,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,co-applicant,4,real estate,20,none,Alugada,2,Emprego qualificado,1,no,yes,1
Antônio Sales Braga,Sem conta corrente,24,existing credits paid back duly till now,Carro novo,5637,unknown/no savings account,... < 1 year,4,male : single,none,1,building society savings agreement/life insurance,54,none,Própria,1,Emprego qualificado,1,no,yes,1
Benjamin Goulart Franco,Saldo < R$500,6,critical account/other credits existing,Carro novo,1522,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,37,none,Própria,2,Emprego qualificado,1,no,no,1
Luiz Moraes Almeida,Saldo < R$500,6,critical account/other credits existing,Carro novo,3402,... < 100 DM,... < 1 year,2,male : single,none,4,real estate,40,none,Própria,1,Emprego não qualificado,2,no,no,1
Francisco Lacerda Carneiro,Sem conta corrente,36,critical account/other credits existing,Eletrônicos,17817,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,23,none,Alugada,2,Emprego qualificado,1,yes,yes,0
Vinícius Martins Matos,Saldo < R$500,6,existing credits paid back duly till now,Carro novo,3007,100 <= ... < 500 DM,... >= 7 years,3,male : single,none,2,building society savings agreement/life insurance,43,none,Própria,1,Emprego qualificado,1,yes,yes,1
Arthur Lopes Medeiros,Sem conta corrente,6,critical account/other credits existing,Eletrodomésticos,1750,unknown/no savings account,... >= 7 years,4,male : single,none,4,unknown/no property,36,none,Cedida,2,Emprego qualificado,1,no,yes,1
Ícaro Franco Neto,Sem conta corrente,24,critical account/other credits existing,Outros,13767,... < 100 DM,... >= 7 years,3,male : single,none,4,unknown/no property,44,none,Cedida,2,Emprego qualificado,1,no,yes,1
Igor Coelho Freitas,Saldo < R$500,18,existing credits paid back duly till now,Eletrodomésticos,7975,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,real estate,24,none,Própria,1,Emprego qualificado,1,no,yes,0
Felipe Martins Fernandes,Saldo < R$500,48,no credits taken/all credits paid back duly,Eletrônicos,17797,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,unknown/no property,53,none,Cedida,2,Emprego qualificado,2,no,yes,0
Samuel Magalhães Neto,Sem conta corrente,24,existing credits paid back duly till now,Carro usado,8720,100 <= ... < 500 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,4,car or other,23,none,Própria,1,Emprego qualificado,1,no,yes,1
Nicolas Bezerra Mendes,Saldo entre R$500 e R$1000,18,existing credits paid back duly till now,Eletrodomésticos,2782,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,real estate,26,none,Própria,1,Emprego não qualificado,2,no,yes,1
Augusto Lacerda Mello,Saldo entre R$500 e R$1000,26,existing credits paid back duly till now,Carro usado,19915,... < 100 DM,... < 1 year,2,male : single,none,3,car or other,30,none,Própria,2,Emprego qualificado,1,no,yes,1
Nathan Lopes Henrique,Sem conta corrente,15,critical account/other credits existing,Educação,3830,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,3,car or other,31,none,Própria,1,Emprego qualificado,1,no,yes,1
Paulo Freitas Moreira,Sem conta corrente,4,critical account/other credits existing,Eletrodomésticos,3757,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,real estate,42,none,Própria,2,Emprego não qualificado,2,no,yes,1
José Rodrigues Brito,Saldo < R$500,36,existing credits paid back duly till now,Eletrodomésticos,5755,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,4,car or other,31,none,Alugada,1,Emprego qualificado,1,no,yes,0
Marcelo Oliveira Campos,Saldo < R$500,6,existing credits paid back duly till now,Carro novo,1655,... < 100 DM,... < 1 year,3,male : single,none,4,real estate,41,none,Própria,1,Emprego não qualificado,2,yes,yes,1
Gustavo Freitas Duarte,Saldo entre R$500 e R$1000,36,existing credits paid back duly till now,Educação,5682,... < 100 DM,4 <= ... < 7 years,3,male : single,none,1,car or other,32,none,Própria,2,Emprego qualificado,2,no,yes,1
Eduardo Mello Sales,Saldo entre R$500 e R$1000,15,existing credits paid back duly till now,Carro novo,6577,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,28,none,Alugada,2,Emprego qualificado,1,yes,yes,0
Vinícius Monteiro Brito,Sem conta corrente,12,delay in paying off in the past,Carro usado,3757,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,4,real estate,41,none,Alugada,1,Emprego qualificado,1,no,yes,1
Leandro Amorim Pacheco,Sem conta corrente,24,existing credits paid back duly till now,Eletrodomésticos,3277,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : married/widowed,none,3,building society savings agreement/life insurance,26,none,Própria,1,Emprego qualificado,1,yes,yes,1
Mateus Correa Cavalcante,Sem conta corrente,24,existing credits paid back duly till now,Eletrodomésticos,7762,unknown/no savings account,... < 1 year,4,male : single,none,2,car or other,25,none,Própria,2,Emprego qualificado,1,no,yes,1
Noah Ribeiro Estrada,Outros,21,critical account/other credits existing,Educação,5797,... < 100 DM,... < 1 year,2,male : divorced/separated,none,1,car or other,33,none,Alugada,1,Emprego qualificado,1,no,yes,0
Miguel Tavares Braga,Saldo < R$500,6,existing credits paid back duly till now,Carro novo,3435,unknown/no savings account,unemployed,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,75,none,Própria,1,Outros,1,yes,yes,1
Dylan Moraes Henrique,Saldo entre R$500 e R$1000,18,critical account/other credits existing,Eletrônicos,9030,... < 100 DM,... >= 7 years,3,female : divorced/separated/married,none,4,building society savings agreement/life insurance,37,none,Própria,1,Emprego qualificado,1,yes,yes,1
Breno Bezerra Cavalcante,Saldo < R$500,48,existing credits paid back duly till now,Carro novo,19407,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,42,bank,Cedida,1,Outros,1,no,yes,0
Gabriel Mello Leal,Outros,18,existing credits paid back duly till now,Eletrônicos,7622,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,1,building society savings agreement/life insurance,45,stores,Própria,1,Emprego não qualificado,1,no,yes,1
Vinícius Coutinho Dantas,Saldo entre R$500 e R$1000,12,existing credits paid back duly till now,Eletrodomésticos,3835,... < 100 DM,... < 1 year,1,male : married/widowed,none,1,real estate,23,none,Alugada,1,Emprego qualificado,1,no,yes,0
Francisco Estrada Cunha,Sem conta corrente,24,delay in paying off in the past,Carro novo,5080,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,60,none,Cedida,2,Emprego qualificado,1,yes,yes,1
Fernando Lacerda Guimarães,Saldo < R$500,30,existing credits paid back duly till now,Eletrônicos,15875,unknown/no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,31,none,Própria,1,Emprego qualificado,1,no,yes,0
Adriano Queiroz Moura,Outros,18,existing credits paid back duly till now,Eletrônicos,7160,... < 100 DM,1 <= ... < 4 years,2,male : single,none,1,real estate,34,none,Própria,1,Emprego não qualificado,2,no,yes,0
Nathan Goulart Ramos,Sem conta corrente,12,critical account/other credits existing,Carro novo,3137,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,61,none,Própria,2,Emprego não qualificado,1,no,yes,1
Antônio Ferreira Rodrigues,Saldo < R$500,24,delay in paying off in the past,Carro novo,3332,... < 100 DM,unemployed,4,male : single,none,2,real estate,43,none,Cedida,2,Emprego qualificado,2,no,yes,0
Carlos Assis Teixeira,Sem conta corrente,24,critical account/other credits existing,Carro novo,5055,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,37,none,Própria,1,Emprego qualificado,1,yes,yes,1
Luiz Correa Lima,Sem conta corrente,24,existing credits paid back duly till now,Eletrodomésticos,3880,... < 100 DM,4 <= ... < 7 years,3,male : single,none,1,car or other,32,bank,Própria,1,Emprego qualificado,2,no,yes,1
Fernando Tavares Cruz,Saldo < R$500,12,all credits at this bank paid back duly,Eletrodomésticos,1565,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,24,bank,Própria,1,Emprego não qualificado,1,no,yes,0
Renato Matos Mello,Sem conta corrente,48,critical account/other credits existing,Carro usado,22145,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,1,unknown/no property,35,none,Cedida,2,Emprego qualificado,1,yes,yes,1
Daniel Cavalcante Oliveira,Sem conta corrente,12,critical account/other credits existing,Outros,2490,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,real estate,23,none,Própria,2,Emprego qualificado,1,no,yes,1
Samuel Neto Martins,Sem conta corrente,6,all credits at this bank paid back duly,Eletrodomésticos,4375,500 <= ... < 1000 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/life insurance,45,bank,Própria,1,Emprego não qualificado,2,no,yes,1
Marcos Pacheco Duarte,Saldo < R$500,48,existing credits paid back duly till now,Eletrodomésticos,17497,... < 100 DM,4 <= ... < 7 years,1,male : married/widowed,guarantor,1,real estate,34,none,Própria,2,Emprego qualificado,1,yes,yes,0
Gustavo Moura Costa,Saldo entre R$500 e R$1000,12,critical account/other credits existing,Carro novo,4987,100 <= ... < 500 DM,... < 1 year,4,male : single,none,1,car or other,27,none,Própria,1,Emprego qualificado,1,no,yes,1
Tiago Paiva Kruger,Saldo entre R$500 e R$1000,9,existing credits paid back duly till now,Educação,2997,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,67,none,Própria,2,Outros,1,yes,yes,1
Alexandre Lima Paiva,Saldo entre R$500 e R$1000,12,existing credits paid back duly till now,Eletrodomésticos,3327,... < 100 DM,... < 1 year,2,male : single,none,1,car or other,22,stores,Própria,1,Emprego qualificado,1,no,yes,0
Vinícius Moura Amaral,Saldo entre R$500 e R$1000,18,no credits taken/all credits paid back duly,Carro novo,5695,100 <= ... < 500 DM,... < 1 year,3,female : divorced/separated/married,none,3,car or other,28,none,Própria,2,Emprego qualificado,1,no,yes,0
Igor Lima Amorim,Sem conta corrente,21,no credits taken/all credits paid back duly,Carro novo,12507,unknown/no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,building society savings agreement/life insurance,29,bank,Própria,2,Emprego qualificado,1,yes,yes,0
Benjamin Moreira Rodrigues,Saldo < R$500,24,all credits at this bank paid back duly,Eletrônicos,8880,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,car or other,27,bank,Própria,1,Emprego qualificado,1,no,yes,0
Gabriel Estrada Moura,Saldo entre R$500 e R$1000,18,critical account/other credits existing,Eletrônicos,4820,... < 100 DM,... < 1 year,2,male : single,none,2,real estate,31,none,Própria,2,Emprego não qualificado,1,no,yes,0
Paulo Amorim Peixoto,Saldo < R$500,24,existing credits paid back duly till now,Carro usado,7410,unknown/no savings account,... >= 7 years,4,male : single,none,4,unknown/no property,49,bank,Cedida,1,Emprego qualificado,2,yes,yes,1
Lucca Rodrigues Monteiro,Saldo < R$500,24,all credits at this bank paid back duly,Eletrodomésticos,3865,... < 100 DM,4 <= ... < 7 years,4,male : single,guarantor,4,car or other,24,bank,Alugada,1,Emprego não qualificado,1,no,yes,0
Lucas Fernandes Maia,Outros,6,delay in paying off in the past,Eletrodomésticos,1707,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,1,building society savings agreement/life insurance,29,bank,Própria,1,Emprego qualificado,1,no,yes,1
Miguel Fogaça Monteiro,Saldo entre R$500 e R$1000,36,existing credits paid back duly till now,Carro novo,30972,unknown/no savings account,1 <= ... < 4 years,1,male : single,none,4,unknown/no property,37,none,Cedida,1,Emprego qualificado,1,yes,yes,0
Tomás Machado Farias,Saldo entre R$500 e R$1000,24,delay in paying off in the past,Outros,11780,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,37,bank,Própria,2,Outros,1,yes,yes,1
Tomás Torres Araújo,Saldo entre R$500 e R$1000,24,delay in paying off in the past,Eletrodomésticos,3882,100 <= ... < 500 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,23,none,Alugada,2,Emprego qualificado,1,yes,yes,1
Mário Magalhães Mello,Saldo < R$500,12,existing credits paid back duly till now,Carro novo,3430,... < 100 DM,4 <= ... < 7 years,2,male : divorced/separated,none,3,car or other,36,none,Própria,1,Emprego qualificado,1,no,yes,0
Caio Paiva Henrique,Sem conta corrente,24,critical account/other credits existing,Eletrodomésticos,6445,... >= 1000 DM,... >= 7 years,2,male : single,none,2,car or other,34,none,Própria,1,Emprego qualificado,1,no,yes,1
Benjamin Moura Araújo,Saldo entre R$500 e R$1000,48,existing credits paid back duly till now,Eletrodomésticos,9947,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,1,car or other,41,none,Própria,2,Emprego qualificado,2,yes,yes,1
Tomás Neves Ferreira,Saldo < R$500,48,existing credits paid back duly till now,Eletrodomésticos,16895,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,car or other,31,none,Própria,1,Emprego qualificado,1,yes,yes,0
Paulo Vieira Rabelo,Saldo < R$500,24,existing credits paid back duly till now,Eletrônicos,8085,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,23,none,Alugada,1,Emprego não qualificado,1,yes,yes,0
Benjamin Kruger Morais,Sem conta corrente,30,critical account/other credits existing,Eletrodomésticos,14885,... < 100 DM,4 <= ... < 7 years,3,male : single,co-applicant,2,car or other,38,none,Própria,1,Emprego qualificado,1,no,yes,1
Murilo Estrada Monteiro,Sem conta corrente,24,existing credits paid back duly till now,Carro usado,13582,unknown/no savings account,unemployed,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,26,none,Alugada,1,Outros,1,yes,yes,1
Joaquim Martins Campos,Saldo < R$500,15,existing credits paid back duly till now,Outros,2015,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,Própria,1,Emprego não qualificado,1,no,yes,1
Marcos Leite Medeiros,Saldo entre R$500 e R$1000,9,existing credits paid back duly till now,Eletrodomésticos,2705,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,27,none,Própria,2,Emprego não qualificado,1,no,yes,1
Breno Marques Peixoto,Sem conta corrente,15,critical account/other credits existing,Eletrônicos,6970,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,co-applicant,3,car or other,24,bank,Própria,2,Emprego qualificado,1,no,yes,1
Yuri Alves Rodrigues,Saldo entre R$500 e R$1000,12,existing credits paid back duly till now,Eletrodomésticos,7325,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,1,real estate,27,none,Própria,1,Emprego qualificado,1,no,yes,1
Mário Xavier Cardoso,Sem conta corrente,24,critical account/other credits existing,Educação,4817,unknown/no savings account,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,car or other,33,none,Própria,2,Emprego qualificado,1,yes,yes,1
Leonardo Medeiros Gomes,Saldo entre R$500 e R$1000,36,critical account/other credits existing,Carro novo,7050,... < 100 DM,... < 1 year,4,male : divorced/separated,none,4,car or other,27,none,Própria,2,Emprego qualificado,1,no,yes,0
Samuel Leite Freitas,Sem conta corrente,24,existing credits paid back duly till now,Outros,2342,... < 100 DM,... < 1 year,4,male : married/widowed,none,3,car or other,27,none,Própria,2,Emprego não qualificado,1,no,yes,1
Nicolas Cardoso Matos,Saldo entre R$500 e R$1000,18,critical account/other credits existing,Carro novo,2640,... < 100 DM,... >= 7 years,3,male : single,guarantor,3,real estate,30,bank,Própria,2,Emprego qualificado,1,no,yes,0
José Veloso Leal,Saldo entre R$500 e R$1000,12,critical account/other credits existing,Carro novo,7810,... < 100 DM,... < 1 year,1,male : single,none,3,real estate,49,bank,Própria,2,Emprego não qualificado,2,no,yes,1
Rafael Moraes Fraga,Sem conta corrente,9,existing credits paid back duly till now,Eletrônicos,3470,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,26,none,Alugada,1,Emprego qualificado,1,no,yes,1
Felipe Bezerra Marques,Saldo entre R$500 e R$1000,36,existing credits paid back duly till now,Outros,5960,... < 100 DM,... < 1 year,4,male : single,none,1,unknown/no property,33,none,Alugada,1,Emprego não qualificado,1,no,yes,0
Daniel Macedo Moura,Sem conta corrente,12,existing credits paid back duly till now,Carro novo,5332,unknown/no savings account,... >= 7 years,4,female : divorced/separated/married,none,4,unknown/no property,52,none,Cedida,1,Outros,1,yes,yes,1
Yuri Siqueira Cavalcante,Saldo < R$500,18,existing credits paid back duly till now,Eletrônicos,5097,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,real estate,20,bank,Alugada,1,Emprego qualificado,1,no,yes,0
Heitor Maia Abreu,Saldo < R$500,9,critical account/other credits existing,Carro novo,6997,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,36,none,Alugada,2,Emprego qualificado,2,no,yes,1
Diego Coutinho Queiroz,Saldo < R$500,12,existing credits paid back duly till now,Eletrônicos,3222,... < 100 DM,1 <= ... < 4 years,4,male : single,guarantor,1,building society savings agreement/life insurance,21,none,Própria,1,Emprego não qualificado,1,no,yes,1
Breno Machado Fogaça,Saldo < R$500,18,existing credits paid back duly till now,Outros,3042,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,47,none,Própria,1,Emprego não qualificado,1,yes,yes,0
Davi Lucas Lobato Sales,Saldo < R$500,12,critical account/other credits existing,Eletrônicos,5615,... < 100 DM,... >= 7 years,3,male : single,none,3,building society savings agreement/life insurance,60,none,Própria,2,Emprego qualificado,1,no,yes,0
Thiago Duarte Barbosa,Saldo < R$500,12,critical account/other credits existing,Eletrodomésticos,962,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,real estate,58,none,Própria,4,Emprego não qualificado,1,yes,yes,1
Noah Klein Siqueira,Saldo entre R$500 e R$1000,24,delay in paying off in the past,Carro novo,4912,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,42,none,Alugada,2,Emprego qualificado,1,yes,yes,1
Daniel Ribeiro Dias,Sem conta corrente,21,existing credits paid back duly till now,Outros,3930,... >= 1000 DM,... >= 7 years,4,female : divorced/separated/married,none,4,real estate,36,bank,Própria,1,Emprego não qualificado,1,no,yes,1
Daniel Gomes Brito,Saldo entre R$500 e R$1000,24,existing credits paid back duly till now,Carro novo,6795,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,4,building society savings agreement/life insurance,20,none,Alugada,1,Emprego não qualificado,1,yes,yes,0
Thiago Goulart Matos,Saldo < R$500,24,all credits at this bank paid back duly,Outros,3395,unknown/no savings account,... >= 7 years,4,male : single,none,3,car or other,40,stores,Própria,1,Outros,1,yes,yes,0
Renato Carvalho Siqueira,Saldo entre R$500 e R$1000,6,all credits at this bank paid back duly,Carro novo,2327,100 <= ... < 500 DM,... < 1 year,1,female : divorced/separated/married,none,1,building society savings agreement/life insurance,32,stores,Própria,1,Emprego não qualificado,1,no,yes,0
Jorge Mendes Amaral,Saldo < R$500,24,existing credits paid back duly till now,Carro novo,3605,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,car or other,23,none,Alugada,2,Emprego qualificado,1,no,yes,0
Lorenzo Neto Dantas,Saldo entre R$500 e R$1000,24,no credits taken/all credits paid back duly,Outros,10602,... < 100 DM,1 <= ... < 4 years,1,male : single,none,4,real estate,36,none,Própria,3,Emprego não qualificado,1,yes,yes,0
Vicente Alves Mendes,Sem conta corrente,18,critical account/other credits existing,Carro novo,6937,... < 100 DM,4 <= ... < 7 years,2,male : single,none,2,building society savings agreement/life insurance,31,bank,Própria,2,Emprego qualificado,1,no,yes,0
Gabriel Neves Ferreira,Sem conta corrente,24,delay in paying off in the past,Outros,9657,... < 100 DM,1 <= ... < 4 years,1,male : single,none,2,unknown/no property,32,none,Cedida,1,Emprego qualificado,1,no,yes,1
Davi Lucas Pinto Cavalcanti,Saldo entre R$500 e R$1000,7,existing credits paid back duly till now,Eletrodomésticos,5822,... < 100 DM,... < 1 year,1,female : divorced/separated/married,guarantor,1,real estate,45,none,Própria,1,Emprego qualificado,1,no,yes,1
Kaique Xavier Castro,Saldo entre R$500 e R$1000,9,existing credits paid back duly till now,Eletrônicos,2295,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,building society savings agreement/life insurance,30,none,Própria,1,Emprego qualificado,1,no,yes,0
Matheus Moura Bezerra,Saldo entre R$500 e R$1000,24,all credits at this bank paid back duly,Educação,4592,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,unknown/no property,34,bank,Cedida,1,Emprego não qualificado,1,no,yes,0
Alexandre Souza Torres,Sem conta corrente,36,existing credits paid back duly till now,Eletrônicos,8372,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,car or other,28,none,Própria,1,Outros,1,yes,yes,0
Felipe Moraes Almeida,Outros,10,existing credits paid back duly till now,Eletrônicos,3187,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,23,none,Própria,1,Emprego qualificado,1,no,yes,1
Alexandre Mendes Sampaio,Saldo < R$500,24,all credits at this bank paid back duly,Eletrônicos,7070,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,22,stores,Própria,1,Emprego qualificado,1,yes,yes,1
Samuel Santos Teixeira,Sem conta corrente,24,critical account/other credits existing,Outros,11315,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,74,none,Própria,1,Outros,1,yes,yes,1
